METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52389;"{""coordinates"": [-123.14333991875814, 49.26745778058222], ""type"": ""Point""}";Fairview;902005
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64233;"{""coordinates"": [-123.12391573411101, 49.282700644264644], ""type"": ""Point""}";West End;640839
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63363;"{""coordinates"": [-123.12535271276087, 49.281480526584964], ""type"": ""Point""}";Downtown;640930
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60931;"{""coordinates"": [-123.12523260555731, 49.281560183193285], ""type"": ""Point""}";Downtown;640928
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52993;"{""coordinates"": [-123.13937952422623, 49.26531592061993], ""type"": ""Point""}";Fairview;B71508
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52882;"{""coordinates"": [-123.13986832319401, 49.26532414524195], ""type"": ""Point""}";Fairview;B71516
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52065;"{""coordinates"": [-123.14268894786875, 49.26536918047741], ""type"": ""Point""}";Fairview;B71634
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52177;"{""coordinates"": [-123.14268894786875, 49.26536918047741], ""type"": ""Point""}";Fairview;B71636
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57402;"{""coordinates"": [-123.18672777353052, 49.26341560863043], ""type"": ""Point""}";West Point Grey;D03714
Pay Station;$8.00;$7.00;$8.00;$7.00;$8.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67808;"{""coordinates"": [-123.1178356909248, 49.28742516150286], ""type"": ""Point""}";Downtown;061011
Pay Station;$8.00;$7.00;$8.00;$7.00;$8.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67801;"{""coordinates"": [-123.11887272758088, 49.28759695051974], ""type"": ""Point""}";Downtown;061030
Twin Bay Single;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56955;"{""coordinates"": [-123.119110644724, 49.26319718578501], ""type"": ""Point""}";Fairview;300632
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65525;"{""coordinates"": [-123.1257823769204, 49.27604300215628], ""type"": ""Point""}";Downtown;601214
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65539;"{""coordinates"": [-123.12603162146296, 49.275877938731035], ""type"": ""Point""}";Downtown;601222
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65943;"{""coordinates"": [-123.12615583250661, 49.27579612687885], ""type"": ""Point""}";Downtown;601228
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53725;"{""coordinates"": [-123.10531669763363, 49.26292607316422], ""type"": ""Point""}";Mount Pleasant;300004
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56044;"{""coordinates"": [-123.15001244205023, 49.26387326638011], ""type"": ""Point""}";Kitsilano;301939
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56072;"{""coordinates"": [-123.15185834831362, 49.263924781272], ""type"": ""Point""}";Kitsilano;302025
Single Motorbike;$1.00;$ .50;$1.00;$ .50;$1.00;$ .50;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;57436;"{""coordinates"": [-123.115079152756, 49.26503206570719], ""type"": ""Point""}";Fairview;B70597
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56000;"{""coordinates"": [-123.14652613324911, 49.26383836821051], ""type"": ""Point""}";Kitsilano;301811
Single;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57166;"{""coordinates"": [-123.10088429055291, 49.25754919206109], ""type"": ""Point""}";Mount Pleasant;C50203
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65397;"{""coordinates"": [-123.13581625346413, 49.28328519703801], ""type"": ""Point""}";West End;161320
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;13 Hrs;Yes;57102;"{""coordinates"": [-123.10475972755845, 49.264021260113005], ""type"": ""Point""}";Mount Pleasant;752316
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63683;"{""coordinates"": [-123.11868615285529, 49.27674680838296], ""type"": ""Point""}";Downtown;290940
Twin Bay Single;$8.00;$7.00;$8.00;$7.00;$8.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60754;"{""coordinates"": [-123.11930531586533, 49.28785919061947], ""type"": ""Point""}";Downtown;061045
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;53269;"{""coordinates"": [-123.11652551033089, 49.264213509666845], ""type"": ""Point""}";Fairview;B80529
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56075;"{""coordinates"": [-123.14730705753867, 49.263632608308896], ""type"": ""Point""}";Kitsilano;301830
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56074;"{""coordinates"": [-123.1463017569992, 49.26361252201173], ""type"": ""Point""}";Kitsilano;301806
Single Motorbike;$1.50;$1.50;$1.50;$1.50;$1.50;$1.50;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;54662;"{""coordinates"": [-123.06982067370033, 49.272083947898295], ""type"": ""Point""}";Grandview-Woodland;5C1698
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56180;"{""coordinates"": [-123.10467747778607, 49.263091464234265], ""type"": ""Point""}";Mount Pleasant;310001
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56171;"{""coordinates"": [-123.10397261202766, 49.26307473093545], ""type"": ""Point""}";Mount Pleasant;310015
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56165;"{""coordinates"": [-123.10379486046949, 49.26307090587739], ""type"": ""Point""}";Mount Pleasant;310019
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56170;"{""coordinates"": [-123.10361808362633, 49.26306652196895], ""type"": ""Point""}";Mount Pleasant;310023
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50838;"{""coordinates"": [-123.10497921827962, 49.26276477239769], ""type"": ""Point""}";Mount Pleasant;752505
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56219;"{""coordinates"": [-123.09805153535102, 49.262908917599184], ""type"": ""Point""}";Mount Pleasant;310317
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66174;"{""coordinates"": [-123.12434576098369, 49.27311282687699], ""type"": ""Point""}";Downtown;321316
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66181;"{""coordinates"": [-123.12417094149534, 49.27315842260598], ""type"": ""Point""}";Downtown;321310
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65608;"{""coordinates"": [-123.13543636494536, 49.283038833258104], ""type"": ""Point""}";West End;161308
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;56976;"{""coordinates"": [-123.10732293301233, 49.26297125397532], ""type"": ""Point""}";Mount Pleasant;300108
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;56996;"{""coordinates"": [-123.10780555780178, 49.262984945132956], ""type"": ""Point""}";Mount Pleasant;300118
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;56970;"{""coordinates"": [-123.10748009791611, 49.26297628012535], ""type"": ""Point""}";Mount Pleasant;300112
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59916;"{""coordinates"": [-123.09818343296705, 49.272146002959154], ""type"": ""Point""}";Strathcona;471405
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59908;"{""coordinates"": [-123.09724117017637, 49.27217964123706], ""type"": ""Point""}";Strathcona;TR0314
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59901;"{""coordinates"": [-123.09602580741168, 49.272276735316], ""type"": ""Point""}";Strathcona;TR0311
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59904;"{""coordinates"": [-123.09227760111006, 49.27164494481266], ""type"": ""Point""}";Strathcona;TR0621
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59904;"{""coordinates"": [-123.09101332982512, 49.27142042909042], ""type"": ""Point""}";Strathcona;TR0651
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65703;"{""coordinates"": [-123.12299214741881, 49.28895168339871], ""type"": ""Point""}";Downtown;061201
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56124;"{""coordinates"": [-123.1627828991995, 49.2638969352812], ""type"": ""Point""}";Kitsilano;302506
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56533;"{""coordinates"": [-123.03362137823906, 49.23285999158738], ""type"": ""Point""}";Killarney;993358
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56469;"{""coordinates"": [-123.03313623855607, 49.23286768777498], ""type"": ""Point""}";Renfrew-Collingwood;993371
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57554;"{""coordinates"": [-123.10096093278823, 49.25907758288844], ""type"": ""Point""}";Mount Pleasant;512904
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56215;"{""coordinates"": [-123.10131362071866, 49.25781812412518], ""type"": ""Point""}";Mount Pleasant;513019
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57150;"{""coordinates"": [-123.10103668736426, 49.257812429792175], ""type"": ""Point""}";Mount Pleasant;513018
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69930;"{""coordinates"": [-123.10249423430041, 49.27706523628811], ""type"": ""Point""}";Downtown;280001
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69930;"{""coordinates"": [-123.1029445090042, 49.27740316288875], ""type"": ""Point""}";Downtown;280003
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59907;"{""coordinates"": [-123.0861801397302, 49.2706172211866], ""type"": ""Point""}";Strathcona;TR0819
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59911;"{""coordinates"": [-123.09275480635988, 49.27139402860248], ""type"": ""Point""}";Strathcona;TR0510
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59920;"{""coordinates"": [-123.08974442931189, 49.270683725781005], ""type"": ""Point""}";Strathcona;CA1503
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60477;"{""coordinates"": [-123.11319708491487, 49.2819907770677], ""type"": ""Point""}";Downtown;580533
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60283;"{""coordinates"": [-123.11332273167444, 49.28190752048197], ""type"": ""Point""}";Downtown;580535
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66890;"{""coordinates"": [-123.12887082371878, 49.28690063001788], ""type"": ""Point""}";West End;670805
Pay Station;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69939;"{""coordinates"": [-123.1085451871761, 49.27661891047706], ""type"": ""Point""}";Downtown;320704
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69936;"{""coordinates"": [-123.10556622620037, 49.27691853858081], ""type"": ""Point""}";Downtown;320008
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;Yes;69935;"{""coordinates"": [-123.10376713040408, 49.276811605350154], ""type"": ""Point""}";Downtown;320004
Pay Station;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59988;"{""coordinates"": [-123.10674742878984, 49.269637438526104], ""type"": ""Point""}";Mount Pleasant;761709
Pay Station;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59989;"{""coordinates"": [-123.1068247391013, 49.27061205950829], ""type"": ""Point""}";Mount Pleasant;761619
Pay Station;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;59986;"{""coordinates"": [-123.10599273935546, 49.27062373689215], ""type"": ""Point""}";Mount Pleasant;NA1620
Pay Station;$1.00;$3.00;$1.00;$3.00;$1.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59989;"{""coordinates"": [-123.10652167427664, 49.27106804486055], ""type"": ""Point""}";Mount Pleasant;761608
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56483;"{""coordinates"": [-123.12249747046376, 49.24697036948634], ""type"": ""Point""}";South Cambie;824301
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56984;"{""coordinates"": [-123.12249861285488, 49.246860086720396], ""type"": ""Point""}";South Cambie;824307
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56526;"{""coordinates"": [-123.12249861285488, 49.246860086720396], ""type"": ""Point""}";South Cambie;824305
Pay Station;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;No Time Limit;Yes;69920;"{""coordinates"": [-123.09576527352696, 49.28471755846003], ""type"": ""Point""}";Strathcona;RA0338
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;50050;"{""coordinates"": [-123.11652551033089, 49.264213509666845], ""type"": ""Point""}";Fairview;B80527
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56580;"{""coordinates"": [-123.10102658133144, 49.25804568454521], ""type"": ""Point""}";Mount Pleasant;513010
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56257;"{""coordinates"": [-123.03746262977957, 49.23501655446139], ""type"": ""Point""}";Renfrew-Collingwood;993203
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64215;"{""coordinates"": [-123.13735040412429, 49.29029914949637], ""type"": ""Point""}";West End;720905
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64160;"{""coordinates"": [-123.14015841379661, 49.28843897736008], ""type"": ""Point""}";West End;721033
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51119;"{""coordinates"": [-123.14604409780924, 49.267221058652446], ""type"": ""Point""}";Kitsilano;B51801
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;53452;"{""coordinates"": [-123.14621070324479, 49.26722390631481], ""type"": ""Point""}";Kitsilano;B51807
Twin Bay Single;$9.00;$4.00;$9.00;$4.00;$9.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;62450;"{""coordinates"": [-123.12032651575129, 49.28507175166227], ""type"": ""Point""}";Downtown;640611
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56281;"{""coordinates"": [-123.03706479602562, 49.23486214441323], ""type"": ""Point""}";Renfrew-Collingwood;993215
Pay Station;$5.00;$4.00;$5.00;$4.00;$5.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;65622;"{""coordinates"": [-123.1146056715764, 49.28343060477237], ""type"": ""Point""}";Downtown;600524
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65333;"{""coordinates"": [-123.1300430626304, 49.29197181719537], ""type"": ""Point""}";Downtown;261623
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65591;"{""coordinates"": [-123.13023041325513, 49.29194057289753], ""type"": ""Point""}";Downtown;261626
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65688;"{""coordinates"": [-123.13016526882676, 49.29205070211068], ""type"": ""Point""}";Downtown;261629
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51840;"{""coordinates"": [-123.07007913454515, 49.26773892342712], ""type"": ""Point""}";Grandview-Woodland;A31632
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63670;"{""coordinates"": [-123.11208890284406, 49.28256929374455], ""type"": ""Point""}";Downtown;580502
