METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60230;"{""coordinates"": [-123.11956923121714, 49.27778729753159], ""type"": ""Point""}";Downtown;580927
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62405;"{""coordinates"": [-123.1207463091595, 49.27683333947318], ""type"": ""Point""}";Downtown;581018
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61680;"{""coordinates"": [-123.12088487836705, 49.27674337765546], ""type"": ""Point""}";Downtown;581024
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62637;"{""coordinates"": [-123.12126601782937, 49.27648943096952], ""type"": ""Point""}";Downtown;581034
Pay Station;$8.00;$6.00;$8.00;$6.00;$8.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;66442;"{""coordinates"": [-123.11870125582792, 49.28349262070366], ""type"": ""Point""}";Downtown;620635
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61788;"{""coordinates"": [-123.12829727997688, 49.28834773645356], ""type"": ""Point""}";West End;201321
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64855;"{""coordinates"": [-123.1285543289447, 49.28851397832534], ""type"": ""Point""}";West End;201327
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63780;"{""coordinates"": [-123.12846719720854, 49.28827506460933], ""type"": ""Point""}";West End;201326
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61435;"{""coordinates"": [-123.12859421341277, 49.2883572740982], ""type"": ""Point""}";West End;201328
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65039;"{""coordinates"": [-123.1293613618661, 49.28885406651891], ""type"": ""Point""}";West End;201408
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63810;"{""coordinates"": [-123.12900732623656, 49.28880676992878], ""type"": ""Point""}";West End;201401
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64859;"{""coordinates"": [-123.13073963916509, 49.28974538463279], ""type"": ""Point""}";West End;201518
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62805;"{""coordinates"": [-123.12371760577561, 49.283973521038654], ""type"": ""Point""}";West End;121021
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65615;"{""coordinates"": [-123.12400241150108, 49.273738919370714], ""type"": ""Point""}";Downtown;170209
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51689;"{""coordinates"": [-123.17132008721809, 49.264351443349526], ""type"": ""Point""}";Kitsilano;6M2421
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50142;"{""coordinates"": [-123.13975600188492, 49.26458568483086], ""type"": ""Point""}";Fairview;B81519
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65756;"{""coordinates"": [-123.12388192599269, 49.27366088040038], ""type"": ""Point""}";Downtown;170203
Twin Bay Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;52513;"{""coordinates"": [-123.13898110506432, 49.261663626575476], ""type"": ""Point""}";Fairview;D11504
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;66225;"{""coordinates"": [-123.12986571466251, 49.27456900398138], ""type"": ""Point""}";Downtown;611432
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;66228;"{""coordinates"": [-123.13045716460375, 49.27509464626934], ""type"": ""Point""}";Downtown;CN1407
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54431;"{""coordinates"": [-123.14045428898285, 49.26459717951165], ""type"": ""Point""}";Fairview;B81535
Twin;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52055;"{""coordinates"": [-123.0694581553158, 49.27283029048135], ""type"": ""Point""}";Grandview-Woodland;6C1304
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63633;"{""coordinates"": [-123.11514989544553, 49.27842604549388], ""type"": ""Point""}";Downtown;120201
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52813;"{""coordinates"": [-123.13976105413094, 49.26350319551429], ""type"": ""Point""}";Fairview;301516
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;66214;"{""coordinates"": [-123.13011271731422, 49.27471992625317], ""type"": ""Point""}";Downtown;611433
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50331;"{""coordinates"": [-123.11563747863745, 49.26419821947754], ""type"": ""Point""}";Fairview;B80509
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53241;"{""coordinates"": [-123.1167060379954, 49.264215027553846], ""type"": ""Point""}";Fairview;B80533
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63663;"{""coordinates"": [-123.1141641864951, 49.277785747948805], ""type"": ""Point""}";Downtown;120103
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64653;"{""coordinates"": [-123.12525800638366, 49.27403215757058], ""type"": ""Point""}";Downtown;581305
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61631;"{""coordinates"": [-123.12050249149196, 49.27716974408946], ""type"": ""Point""}";Downtown;581007
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62346;"{""coordinates"": [-123.12087561002825, 49.27692258944616], ""type"": ""Point""}";Downtown;581019
Twin;$6.00;$5.00;$6.00;$5.00;$6.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63985;"{""coordinates"": [-123.12100194470956, 49.27683883797046], ""type"": ""Point""}";Downtown;581021
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64116;"{""coordinates"": [-123.10750852520975, 49.28034918348063], ""type"": ""Point""}";Downtown;540520
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56957;"{""coordinates"": [-123.03732843707648, 49.23496314813211], ""type"": ""Point""}";Renfrew-Collingwood;993207
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63770;"{""coordinates"": [-123.1075104347407, 49.28013338733549], ""type"": ""Point""}";Downtown;540528
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63631;"{""coordinates"": [-123.1075104347407, 49.28013338733549], ""type"": ""Point""}";Downtown;540530
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63742;"{""coordinates"": [-123.10750999717432, 49.28001431854132], ""type"": ""Point""}";Downtown;540532
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63603;"{""coordinates"": [-123.10751089968865, 49.27989819891707], ""type"": ""Point""}";Downtown;540536
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63151;"{""coordinates"": [-123.1077207027486, 49.28048748465875], ""type"": ""Point""}";Downtown;540513
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59802;"{""coordinates"": [-123.10944457565509, 49.27129647175949], ""type"": ""Point""}";Mount Pleasant;521607
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60452;"{""coordinates"": [-123.12321831751154, 49.27445286089333], ""type"": ""Point""}";Downtown;571216
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63422;"{""coordinates"": [-123.12361118094351, 49.27419317291868], ""type"": ""Point""}";Downtown;571226
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51825;"{""coordinates"": [-123.12047320995197, 49.2641583591271], ""type"": ""Point""}";Fairview;B80710
Twin Bay Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;50477;"{""coordinates"": [-123.13829304355964, 49.25886307306916], ""type"": ""Point""}";Fairview;D41434
Twin Bay Single;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;51079;"{""coordinates"": [-123.13930822907247, 49.257957924250725], ""type"": ""Point""}";Fairview;D51506
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64370;"{""coordinates"": [-123.12437506069027, 49.284399510365404], ""type"": ""Point""}";West End;121041
Twin;$5.00;$5.00;$5.00;$5.00;$5.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64475;"{""coordinates"": [-123.12339431523738, 49.283590231490976], ""type"": ""Point""}";West End;121014
Twin;$7.00;$4.00;$7.00;$4.00;$7.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63468;"{""coordinates"": [-123.1217422710614, 49.280606871123055], ""type"": ""Point""}";Downtown;130705
Twin;$7.00;$4.00;$7.00;$4.00;$7.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63301;"{""coordinates"": [-123.1217422710614, 49.280606871123055], ""type"": ""Point""}";Downtown;130707
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60692;"{""coordinates"": [-123.12063616960315, 49.277796488036586], ""type"": ""Point""}";Downtown;140411
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60625;"{""coordinates"": [-123.12122865986042, 49.27818184230235], ""type"": ""Point""}";Downtown;140501
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60003;"{""coordinates"": [-123.1217277873683, 49.27850410973103], ""type"": ""Point""}";Downtown;140515
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61344;"{""coordinates"": [-123.12269813901709, 49.2791325033614], ""type"": ""Point""}";Downtown;140613
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62890;"{""coordinates"": [-123.12320044704862, 49.27737347341182], ""type"": ""Point""}";Downtown;150513
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64501;"{""coordinates"": [-123.12333052303839, 49.27745695389081], ""type"": ""Point""}";Downtown;150519
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63914;"{""coordinates"": [-123.13085783414375, 49.28982237540307], ""type"": ""Point""}";West End;201524
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64277;"{""coordinates"": [-123.13190914622294, 49.290489556895345], ""type"": ""Point""}";West End;201602
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63625;"{""coordinates"": [-123.13215767860588, 49.290650727144886], ""type"": ""Point""}";West End;201610
Pay Station;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60471;"{""coordinates"": [-123.1204232937226, 49.276444023088835], ""type"": ""Point""}";Downtown;571035
Pay Station;$6.00;$7.00;$6.00;$7.00;$6.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;66208;"{""coordinates"": [-123.12167068726801, 49.27561947680073], ""type"": ""Point""}";Downtown;571115
Pay Station;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60882;"{""coordinates"": [-123.12339785451258, 49.27447755898794], ""type"": ""Point""}";Downtown;571229
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;66331;"{""coordinates"": [-123.11440128803879, 49.28119502005543], ""type"": ""Point""}";Downtown;580625
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66016;"{""coordinates"": [-123.12725767137718, 49.28976010180949], ""type"": ""Point""}";Downtown;680507
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65835;"{""coordinates"": [-123.12593219489194, 49.28966278697272], ""type"": ""Point""}";Downtown;061318
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56011;"{""coordinates"": [-123.14872556552328, 49.26367151239933], ""type"": ""Point""}";Kitsilano;301910
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56033;"{""coordinates"": [-123.1511529997108, 49.26390313720115], ""type"": ""Point""}";Kitsilano;302009
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56016;"{""coordinates"": [-123.15132836362517, 49.26391055357978], ""type"": ""Point""}";Kitsilano;302013
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56053;"{""coordinates"": [-123.1515057200159, 49.263917787175416], ""type"": ""Point""}";Kitsilano;302017
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56090;"{""coordinates"": [-123.15185834831362, 49.263924781272], ""type"": ""Point""}";Kitsilano;302027
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;57157;"{""coordinates"": [-123.10143979217588, 49.257541644430205], ""type"": ""Point""}";Mount Pleasant;C50199
Single / Disability;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57172;"{""coordinates"": [-123.1007998696407, 49.25755015627099], ""type"": ""Point""}";Mount Pleasant;C50205
Single;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;64919;"{""coordinates"": [-123.12302859439065, 49.28838448129605], ""type"": ""Point""}";Downtown;081159
Pay Station;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67605;"{""coordinates"": [-123.12136977270596, 49.28772155549987], ""type"": ""Point""}";Downtown;081118
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65125;"{""coordinates"": [-123.10751390871057, 49.27894852085728], ""type"": ""Point""}";Downtown;540622
Twin;$3.00;$4.00;$3.00;$4.00;$3.00;$4.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65089;"{""coordinates"": [-123.11907744565453, 49.27734777893262], ""type"": ""Point""}";Downtown;570915
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51294;"{""coordinates"": [-123.14327564300605, 49.26918538855341], ""type"": ""Point""}";Fairview;901811
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52277;"{""coordinates"": [-123.14339920099823, 49.26585835991557], ""type"": ""Point""}";Fairview;902209
Twin Bay Single;$4.00;$7.00;$4.00;$7.00;$4.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60329;"{""coordinates"": [-123.12078164649368, 49.27547813264105], ""type"": ""Point""}";Downtown;291105
Twin Bay Single;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;60833;"{""coordinates"": [-123.11392031143643, 49.28190316390646], ""type"": ""Point""}";Downtown;100408
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52658;"{""coordinates"": [-123.15397639485342, 49.26823599723078], ""type"": ""Point""}";Kitsilano;B42121
Twin;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60292;"{""coordinates"": [-123.11850770514617, 49.27704724184303], ""type"": ""Point""}";Downtown;290923
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51325;"{""coordinates"": [-123.12492355036942, 49.264235309573436], ""type"": ""Point""}";Fairview;B80910
Twin;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50689;"{""coordinates"": [-123.11461250821431, 49.254912484226715], ""type"": ""Point""}";Riley Park;D80437
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50651;"{""coordinates"": [-123.11463684761598, 49.25399946317143], ""type"": ""Point""}";Riley Park;D90439
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52411;"{""coordinates"": [-123.13048330182252, 49.264436504075526], ""type"": ""Point""}";Fairview;B81137
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51724;"{""coordinates"": [-123.1363986733228, 49.26453572576433], ""type"": ""Point""}";Fairview;B81403
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50595;"{""coordinates"": [-123.11585880839336, 49.25422789224435], ""type"": ""Point""}";South Cambie;D90509
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54926;"{""coordinates"": [-123.1008136815308, 49.24752942074269], ""type"": ""Point""}";Riley Park;E60202
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54979;"{""coordinates"": [-123.1368707860624, 49.26442767474832], ""type"": ""Point""}";Fairview;B81414
